record_date,tax_deposit_type,tax_deposit_type_desc,tax_deposit_today_amt,tax_deposit_mtd_amt,tax_deposit_fytd_amt,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2020-06-12,Withheld Income and Employment Taxes,null,6624,87179,1794588,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,12
2020-06-12,Individual Income Taxes,null,583,3647,76165,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,12
2020-06-12,Railroad Retirement Taxes,null,10,164,3879,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,12
2020-06-12,Excise Taxes,null,1092,1506,47209,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,12
2020-06-12,Corporation Income Taxes,null,2470,3647,113022,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,12
2020-06-12,Federal Unemployment Taxes,null,2,16,5664,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,12
2020-06-12,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,17,1034,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,12
2020-06-12,Cash Federal Tax Deposits,Direct,27,156,15469,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,12
2020-06-12,Cash Federal Tax Deposits,Through Depositaries,9775,90350,1947582,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,12
2020-06-12,Inter-agency Transfers,null,981,5669,78510,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,12
2020-06-15,Withheld Income and Employment Taxes,null,19083,106262,1813671,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,15
2020-06-15,Individual Income Taxes,null,1965,5612,78131,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,15
2020-06-15,Railroad Retirement Taxes,null,40,203,3919,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,15
2020-06-15,Excise Taxes,null,210,1715,47419,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,15
2020-06-15,Corporation Income Taxes,null,3338,6985,116360,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,15
2020-06-15,Federal Unemployment Taxes,null,3,19,5667,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,15
2020-06-15,Estate and Gift Taxes & Misc IRS Rcpts.,null,7,24,1041,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,15
2020-06-15,Cash Federal Tax Deposits,Direct,17,173,15486,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,15
2020-06-15,Cash Federal Tax Deposits,Through Depositaries,23303,113653,1970885,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,15
2020-06-15,Inter-agency Transfers,null,1326,6994,79836,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,15
2020-06-16,Withheld Income and Employment Taxes,null,10734,116996,1824405,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,16
2020-06-16,Individual Income Taxes,null,642,6254,78773,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,16
2020-06-16,Railroad Retirement Taxes,null,10,213,3928,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,16
2020-06-16,Excise Taxes,null,81,1796,47500,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,16
2020-06-16,Corporation Income Taxes,null,226,7212,116587,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,16
2020-06-16,Federal Unemployment Taxes,null,2,20,5669,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,16
2020-06-16,Estate and Gift Taxes & Misc IRS Rcpts.,null,0,24,1041,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,16
2020-06-16,Cash Federal Tax Deposits,Direct,28,202,15515,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,16
2020-06-16,Cash Federal Tax Deposits,Through Depositaries,11400,125053,1982285,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,16
2020-06-16,Inter-agency Transfers,null,267,7261,80103,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,16
2020-06-17,Withheld Income and Employment Taxes,null,8344,125341,1832749,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,17
2020-06-17,Individual Income Taxes,null,395,6649,79168,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,17
2020-06-17,Railroad Retirement Taxes,null,2,215,3931,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,17
2020-06-17,Excise Taxes,null,15,1811,47515,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,17
2020-06-17,Corporation Income Taxes,null,146,7358,116733,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,17
2020-06-17,Federal Unemployment Taxes,null,4,25,5674,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,17
2020-06-17,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,25,1042,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,17
2020-06-17,Cash Federal Tax Deposits,Direct,16,217,15531,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,17
2020-06-17,Cash Federal Tax Deposits,Through Depositaries,8882,133935,1991167,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,17
2020-06-17,Inter-agency Transfers,null,11,7272,80113,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,17
2020-06-18,Withheld Income and Employment Taxes,null,2836,128177,1835586,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,18
2020-06-18,Individual Income Taxes,null,311,6960,79478,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,18
2020-06-18,Railroad Retirement Taxes,null,1,216,3931,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,18
2020-06-18,Excise Taxes,null,9,1820,47523,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,18
2020-06-18,Corporation Income Taxes,null,165,7523,116898,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,18
2020-06-18,Federal Unemployment Taxes,null,1,26,5675,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,18
2020-06-18,Estate and Gift Taxes & Misc IRS Rcpts.,null,25,49,1067,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,18
2020-06-18,Cash Federal Tax Deposits,Direct,8,225,15538,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,18
2020-06-18,Cash Federal Tax Deposits,Through Depositaries,3089,137024,1994257,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,18
2020-06-18,Inter-agency Transfers,null,250,7521,80363,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,18
2020-06-19,Withheld Income and Employment Taxes,null,7779,135956,1843364,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,19
2020-06-19,Individual Income Taxes,null,353,7312,79831,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,19
2020-06-19,Railroad Retirement Taxes,null,12,228,3943,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,19
2020-06-19,Excise Taxes,null,43,1863,47566,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,19
2020-06-19,Corporation Income Taxes,null,105,7628,117002,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,19
2020-06-19,Federal Unemployment Taxes,null,3,29,5678,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,19
2020-06-19,Estate and Gift Taxes & Misc IRS Rcpts.,null,11,60,1078,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,19
2020-06-19,Cash Federal Tax Deposits,Direct,33,258,15571,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,19
2020-06-19,Cash Federal Tax Deposits,Through Depositaries,8264,145288,2002521,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,19
2020-06-19,Inter-agency Transfers,null,8,7529,80371,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,19
2020-06-22,Withheld Income and Employment Taxes,null,12302,148258,1855666,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,22
2020-06-22,Individual Income Taxes,null,543,7855,80374,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,22
2020-06-22,Railroad Retirement Taxes,null,31,258,3974,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,22
2020-06-22,Excise Taxes,null,11,1874,47578,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,22
2020-06-22,Corporation Income Taxes,null,282,7910,117285,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,22
2020-06-22,Federal Unemployment Taxes,null,1,31,5679,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,22
2020-06-22,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,65,1082,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,22
2020-06-22,Cash Federal Tax Deposits,Direct,2,260,15573,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,22
2020-06-22,Cash Federal Tax Deposits,Through Depositaries,13165,158454,2015686,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,22
2020-06-22,Inter-agency Transfers,null,8,7537,80379,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,22
2020-06-23,Withheld Income and Employment Taxes,null,2208,150465,1857874,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,23
2020-06-23,Individual Income Taxes,null,404,8260,80779,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,23
2020-06-23,Railroad Retirement Taxes,null,1,259,3975,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,23
2020-06-23,Excise Taxes,null,28,1903,47606,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,23
2020-06-23,Corporation Income Taxes,null,223,8133,117508,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,23
2020-06-23,Federal Unemployment Taxes,null,1,32,5681,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,23
2020-06-23,Estate and Gift Taxes & Misc IRS Rcpts.,null,0,65,1082,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,23
2020-06-23,Cash Federal Tax Deposits,Direct,16,276,15589,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,23
2020-06-23,Cash Federal Tax Deposits,Through Depositaries,2812,161266,2018498,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,23
2020-06-23,Inter-agency Transfers,null,39,7576,80418,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,23
2020-06-24,Withheld Income and Employment Taxes,null,7808,158274,1865683,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,24
2020-06-24,Individual Income Taxes,null,388,8648,81167,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,24
2020-06-24,Railroad Retirement Taxes,null,2,261,3977,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,24
2020-06-24,Excise Taxes,null,41,1944,47647,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,24
2020-06-24,Corporation Income Taxes,null,159,8292,117667,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,24
2020-06-24,Federal Unemployment Taxes,null,2,34,5683,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,24
2020-06-24,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,66,1083,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,24
2020-06-24,Cash Federal Tax Deposits,Direct,20,296,15609,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,24
2020-06-24,Cash Federal Tax Deposits,Through Depositaries,8319,169584,2026817,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,24
2020-06-24,Inter-agency Transfers,null,63,7639,80480,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,24
2020-06-25,Cash Federal Tax Deposits,Direct,31,327,15640,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,25
2020-06-25,Withheld Income and Employment Taxes,null,2500,160774,1868182,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,25
2020-06-25,Individual Income Taxes,null,483,9130,81649,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,25
2020-06-25,Railroad Retirement Taxes,null,25,286,4002,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,25
2020-06-25,Excise Taxes,null,45,1989,47693,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,25
2020-06-25,Corporation Income Taxes,null,142,8434,117809,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,25
2020-06-25,Federal Unemployment Taxes,null,2,36,5684,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,25
2020-06-25,Estate and Gift Taxes & Misc IRS Rcpts.,null,11,77,1094,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,25
2020-06-25,Cash Federal Tax Deposits,Through Depositaries,3113,172697,2029929,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,25
2020-06-25,Inter-agency Transfers,null,63,7702,80544,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,25
2020-06-26,Withheld Income and Employment Taxes,null,7793,168567,1875975,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,26
2020-06-26,Individual Income Taxes,null,482,9613,82132,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,26
2020-06-26,Railroad Retirement Taxes,null,39,325,4041,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,26
2020-06-26,Excise Taxes,null,347,2336,48039,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,26
2020-06-26,Corporation Income Taxes,null,611,9045,118420,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,26
2020-06-26,Federal Unemployment Taxes,null,2,38,5687,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,26
2020-06-26,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,81,1098,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,26
2020-06-26,Cash Federal Tax Deposits,Direct,31,358,15671,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,26
2020-06-26,Cash Federal Tax Deposits,Through Depositaries,8321,181019,2038251,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,26
2020-06-26,Inter-agency Transfers,null,927,8629,81470,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,26
2020-06-29,Withheld Income and Employment Taxes,null,15674,184241,1891649,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,29
2020-06-29,Individual Income Taxes,null,721,10333,82852,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,29
2020-06-29,Railroad Retirement Taxes,null,35,360,4076,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,29
2020-06-29,Excise Taxes,null,1163,3500,49203,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,29
2020-06-29,Corporation Income Taxes,null,1240,10284,119659,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,29
2020-06-29,Federal Unemployment Taxes,null,3,41,5690,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,29
2020-06-29,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,82,1099,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,29
2020-06-29,Cash Federal Tax Deposits,Direct,36,394,15707,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,29
2020-06-29,Cash Federal Tax Deposits,Through Depositaries,18137,199156,2056388,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,29
2020-06-29,Inter-agency Transfers,null,663,9292,82134,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,29
2020-06-30,Withheld Income and Employment Taxes,null,4945,189186,1896595,IV,Federal Tax Deposits,Classification,1,2020,3,2020,2,06,30
2020-06-30,Individual Income Taxes,null,883,11216,83735,IV,Federal Tax Deposits,Classification,2,2020,3,2020,2,06,30
2020-06-30,Railroad Retirement Taxes,null,12,373,4088,IV,Federal Tax Deposits,Classification,3,2020,3,2020,2,06,30
2020-06-30,Excise Taxes,null,30,3529,49233,IV,Federal Tax Deposits,Classification,4,2020,3,2020,2,06,30
2020-06-30,Corporation Income Taxes,null,502,10786,120161,IV,Federal Tax Deposits,Classification,5,2020,3,2020,2,06,30
2020-06-30,Federal Unemployment Taxes,null,3,44,5692,IV,Federal Tax Deposits,Classification,6,2020,3,2020,2,06,30
2020-06-30,Estate and Gift Taxes & Misc IRS Rcpts.,null,21,103,1120,IV,Federal Tax Deposits,Classification,7,2020,3,2020,2,06,30
2020-06-30,Cash Federal Tax Deposits,Direct,18,412,15725,IV,Federal Tax Deposits,Classification,9,2020,3,2020,2,06,30
2020-06-30,Cash Federal Tax Deposits,Through Depositaries,6007,205163,2062395,IV,Federal Tax Deposits,Classification,10,2020,3,2020,2,06,30
2020-06-30,Inter-agency Transfers,null,371,9663,82504,IV,Federal Tax Deposits,Classification,12,2020,3,2020,2,06,30
2020-07-01,Withheld Income and Employment Taxes,null,21471,21471,1918066,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,01
2020-07-01,Individual Income Taxes,null,1279,1279,85014,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,01
2020-07-01,Railroad Retirement Taxes,null,11,11,4099,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,01
2020-07-01,Excise Taxes,null,23,23,49256,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,01
2020-07-01,Corporation Income Taxes,null,244,244,120405,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,01
2020-07-01,Federal Unemployment Taxes,null,2,2,5695,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,01
2020-07-01,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,3,1124,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,01
2020-07-01,Cash Federal Tax Deposits,Direct,15,15,15739,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,01
2020-07-01,Cash Federal Tax Deposits,Through Depositaries,22145,22145,2084540,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,01
2020-07-01,Inter-agency Transfers,null,875,875,83379,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,01
2020-07-02,Withheld Income and Employment Taxes,null,9435,30906,1927500,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,02
2020-07-02,Individual Income Taxes,null,812,2091,85826,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,02
2020-07-02,Railroad Retirement Taxes,null,8,19,4107,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,02
2020-07-02,Excise Taxes,null,46,69,49302,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,02
2020-07-02,Corporation Income Taxes,null,293,537,120698,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,02
2020-07-02,Federal Unemployment Taxes,null,2,5,5697,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,02
2020-07-02,Estate and Gift Taxes & Misc IRS Rcpts.,null,10,13,1134,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,02
2020-07-02,Cash Federal Tax Deposits,Direct,12,26,15751,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,02
2020-07-02,Cash Federal Tax Deposits,Through Depositaries,8237,30382,2092776,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,02
2020-07-02,Inter-agency Transfers,null,2357,3232,85736,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,02
2020-07-03,Withheld Income and Employment Taxes,null,5553,36458,1933053,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,03
2020-07-03,Individual Income Taxes,null,832,2923,86658,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,03
2020-07-03,Railroad Retirement Taxes,null,10,29,4117,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,03
2020-07-03,Excise Taxes,null,40,109,49341,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,03
2020-07-03,Corporation Income Taxes,null,302,839,121000,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,03
2020-07-03,Federal Unemployment Taxes,null,3,7,5700,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,03
2020-07-03,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,18,1138,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,03
2020-07-03,Cash Federal Tax Deposits,Direct,18,45,15770,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,03
2020-07-03,Cash Federal Tax Deposits,Through Depositaries,6721,37103,2099498,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,03
2020-07-03,Inter-agency Transfers,null,5,3236,85741,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,03
2020-07-06,Withheld Income and Employment Taxes,null,13462,49920,1946515,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,06
2020-07-06,Individual Income Taxes,null,1835,4758,88493,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,06
2020-07-06,Railroad Retirement Taxes,null,28,57,4146,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,06
2020-07-06,Excise Taxes,null,11,119,49352,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,06
2020-07-06,Corporation Income Taxes,null,179,1019,121179,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,06
2020-07-06,Federal Unemployment Taxes,null,3,10,5702,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,06
2020-07-06,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,20,1140,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,06
2020-07-06,Cash Federal Tax Deposits,Direct,-5,40,15765,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,06
2020-07-06,Cash Federal Tax Deposits,Through Depositaries,15515,52618,2115013,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,06
2020-07-06,Inter-agency Transfers,null,10,3246,85750,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,06
2020-07-07,Withheld Income and Employment Taxes,null,2468,52388,1948983,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,07
2020-07-07,Individual Income Taxes,null,1776,6534,90269,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,07
2020-07-07,Railroad Retirement Taxes,null,2,60,4148,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,07
2020-07-07,Excise Taxes,null,45,165,49398,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,07
2020-07-07,Corporation Income Taxes,null,218,1236,121397,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,07
2020-07-07,Federal Unemployment Taxes,null,3,13,5705,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,07
2020-07-07,Estate and Gift Taxes & Misc IRS Rcpts.,null,16,36,1156,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,07
2020-07-07,Cash Federal Tax Deposits,Direct,21,61,15786,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,07
2020-07-07,Cash Federal Tax Deposits,Through Depositaries,4416,57034,2119429,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,07
2020-07-07,Inter-agency Transfers,null,92,3338,85842,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,07
2020-07-08,Withheld Income and Employment Taxes,null,8853,61241,1957836,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,08
2020-07-08,Individual Income Taxes,null,2164,8698,92433,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,08
2020-07-08,Railroad Retirement Taxes,null,2,62,4150,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,08
2020-07-08,Excise Taxes,null,58,223,49456,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,08
2020-07-08,Corporation Income Taxes,null,476,1712,121873,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,08
2020-07-08,Federal Unemployment Taxes,null,4,17,5709,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,08
2020-07-08,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,41,1161,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,08
2020-07-08,Cash Federal Tax Deposits,Direct,-22,39,15764,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,08
2020-07-08,Cash Federal Tax Deposits,Through Depositaries,11216,68250,2130645,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,08
2020-07-08,Inter-agency Transfers,null,367,3705,86209,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,08
2020-07-09,Withheld Income and Employment Taxes,null,2732,63972,1960567,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,09
2020-07-09,Individual Income Taxes,null,3219,11918,95652,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,09
2020-07-09,Railroad Retirement Taxes,null,1,62,4151,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,09
2020-07-09,Excise Taxes,null,77,300,49533,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,09
2020-07-09,Corporation Income Taxes,null,679,2391,122552,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,09
2020-07-09,Federal Unemployment Taxes,null,3,20,5712,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,09
2020-07-09,Estate and Gift Taxes & Misc IRS Rcpts.,null,14,54,1175,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,09
2020-07-09,Cash Federal Tax Deposits,Direct,26,65,15790,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,09
2020-07-09,Cash Federal Tax Deposits,Through Depositaries,6686,74937,2137331,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,09
2020-07-09,Inter-agency Transfers,null,12,3716,86221,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,09
2020-07-10,Withheld Income and Employment Taxes,null,8160,72133,1968727,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,10
2020-07-10,Individual Income Taxes,null,5890,17807,101542,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,10
2020-07-10,Railroad Retirement Taxes,null,37,99,4187,IV,Federal Tax Deposits,Classification,3,2020,4,2020,3,07,10
2020-07-10,Excise Taxes,null,212,512,49744,IV,Federal Tax Deposits,Classification,4,2020,4,2020,3,07,10
2020-07-10,Corporation Income Taxes,null,2892,5283,125444,IV,Federal Tax Deposits,Classification,5,2020,4,2020,3,07,10
2020-07-10,Federal Unemployment Taxes,null,4,24,5717,IV,Federal Tax Deposits,Classification,6,2020,4,2020,3,07,10
2020-07-10,Estate and Gift Taxes & Misc IRS Rcpts.,null,4,58,1179,IV,Federal Tax Deposits,Classification,7,2020,4,2020,3,07,10
2020-07-10,Cash Federal Tax Deposits,Direct,63,128,15853,IV,Federal Tax Deposits,Classification,9,2020,4,2020,3,07,10
2020-07-10,Cash Federal Tax Deposits,Through Depositaries,15843,90780,2153175,IV,Federal Tax Deposits,Classification,10,2020,4,2020,3,07,10
2020-07-10,Inter-agency Transfers,null,1293,5009,87513,IV,Federal Tax Deposits,Classification,12,2020,4,2020,3,07,10
2020-07-13,Withheld Income and Employment Taxes,null,15961,88094,1984689,IV,Federal Tax Deposits,Classification,1,2020,4,2020,3,07,13
2020-07-13,Individual Income Taxes,null,11157,28965,112700,IV,Federal Tax Deposits,Classification,2,2020,4,2020,3,07,13
