record_date,tax_deposit_type,tax_deposit_type_desc,tax_deposit_today_amt,tax_deposit_mtd_amt,tax_deposit_fytd_amt,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2018-01-23,Corporation Income Taxes,null,100,8382,87596,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,23
2018-01-23,Federal Unemployment Taxes,null,22,372,1142,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,23
2018-01-23,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,73,265,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,23
2018-01-23,Cash Federal Tax Deposits,Direct,69,1170,8528,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,23
2018-01-23,Cash Federal Tax Deposits,Through Depositaries,3091,206663,906222,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,23
2018-01-23,Inter-agency Transfers,null,26,5962,31272,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,23
2018-01-24,Withheld Income and Employment Taxes,null,9833,194643,811137,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,01,24
2018-01-24,Individual Income Taxes,null,115,16649,29688,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,01,24
2018-01-24,Railroad Retirement Taxes,null,2,379,1727,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,01,24
2018-01-24,Excise Taxes,null,127,3374,24545,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,01,24
2018-01-24,Corporation Income Taxes,null,72,8453,87668,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,24
2018-01-24,Federal Unemployment Taxes,null,32,404,1174,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,24
2018-01-24,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,76,267,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,24
2018-01-24,Cash Federal Tax Deposits,Direct,68,1238,8596,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,24
2018-01-24,Cash Federal Tax Deposits,Through Depositaries,10103,216766,916325,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,24
2018-01-24,Inter-agency Transfers,null,12,5974,31284,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,24
2018-01-25,Withheld Income and Employment Taxes,null,2427,197070,813564,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,01,25
2018-01-25,Individual Income Taxes,null,104,16752,29792,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,01,25
2018-01-25,Railroad Retirement Taxes,null,64,443,1790,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,01,25
2018-01-25,Excise Taxes,null,443,3817,24988,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,01,25
2018-01-25,Corporation Income Taxes,null,44,8497,87712,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,25
2018-01-25,Federal Unemployment Taxes,null,37,441,1211,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,25
2018-01-25,Estate and Gift Taxes & Misc IRS Rcpts.,null,6,82,273,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,25
2018-01-25,Cash Federal Tax Deposits,Direct,77,1315,8673,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,25
2018-01-25,Cash Federal Tax Deposits,Through Depositaries,3037,219802,919362,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,25
2018-01-25,Inter-agency Transfers,null,11,5986,31296,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,25
2018-01-26,Withheld Income and Employment Taxes,null,8317,205387,821881,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,01,26
2018-01-26,Individual Income Taxes,null,110,16862,29902,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,01,26
2018-01-26,Railroad Retirement Taxes,null,32,475,1822,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,01,26
2018-01-26,Excise Taxes,null,473,4291,25462,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,01,26
2018-01-26,Corporation Income Taxes,null,76,8573,87788,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,26
2018-01-26,Federal Unemployment Taxes,null,60,501,1271,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,26
2018-01-26,Estate and Gift Taxes & Misc IRS Rcpts.,null,0,82,274,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,26
2018-01-26,Cash Federal Tax Deposits,Direct,79,1394,8752,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,26
2018-01-26,Cash Federal Tax Deposits,Through Depositaries,8063,227866,927425,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,26
2018-01-26,Inter-agency Transfers,null,926,6911,32221,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,26
2018-01-29,Withheld Income and Employment Taxes,null,18294,223681,840175,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,01,29
2018-01-29,Individual Income Taxes,null,169,17031,30070,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,01,29
2018-01-29,Railroad Retirement Taxes,null,70,544,1892,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,01,29
2018-01-29,Excise Taxes,null,1832,6123,27294,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,01,29
2018-01-29,Corporation Income Taxes,null,230,8803,88018,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,29
2018-01-29,Federal Unemployment Taxes,null,83,584,1354,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,29
2018-01-29,Estate and Gift Taxes & Misc IRS Rcpts.,null,11,93,284,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,29
2018-01-29,Cash Federal Tax Deposits,Direct,650,2044,9401,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,29
2018-01-29,Cash Federal Tax Deposits,Through Depositaries,19407,247273,946832,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,29
2018-01-29,Inter-agency Transfers,null,631,7542,32852,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,29
2018-01-30,Withheld Income and Employment Taxes,null,2860,226541,843035,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,01,30
2018-01-30,Individual Income Taxes,null,173,17204,30243,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,01,30
2018-01-30,Railroad Retirement Taxes,null,6,550,1898,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,01,30
2018-01-30,Excise Taxes,null,60,6183,27354,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,01,30
2018-01-30,Corporation Income Taxes,null,1029,9832,89047,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,30
2018-01-30,Federal Unemployment Taxes,null,134,718,1488,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,30
2018-01-30,Estate and Gift Taxes & Misc IRS Rcpts.,null,20,113,304,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,30
2018-01-30,Cash Federal Tax Deposits,Direct,113,2156,9514,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,30
2018-01-30,Cash Federal Tax Deposits,Through Depositaries,3521,250793,950353,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,30
2018-01-30,Inter-agency Transfers,null,650,8192,33502,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,30
2018-01-31,Withheld Income and Employment Taxes,null,10862,237404,853898,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,01,31
2018-01-31,Individual Income Taxes,null,290,17494,30533,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,01,31
2018-01-31,Railroad Retirement Taxes,null,52,602,1950,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,01,31
2018-01-31,Excise Taxes,null,228,6411,27582,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,01,31
2018-01-31,Corporation Income Taxes,null,1741,11573,90788,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,01,31
2018-01-31,Federal Unemployment Taxes,null,2547,3265,4035,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,01,31
2018-01-31,Estate and Gift Taxes & Misc IRS Rcpts.,null,3,116,308,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,01,31
2018-01-31,Cash Federal Tax Deposits,Direct,120,2276,9634,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,01,31
2018-01-31,Cash Federal Tax Deposits,Through Depositaries,15248,266042,965601,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,01,31
2018-01-31,Inter-agency Transfers,null,355,8548,33858,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,01,31
2018-02-01,Withheld Income and Employment Taxes,null,20516,20516,874414,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,01
2018-02-01,Individual Income Taxes,null,236,236,30770,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,01
2018-02-01,Railroad Retirement Taxes,null,57,57,2007,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,01
2018-02-01,Excise Taxes,null,12,12,27594,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,01
2018-02-01,Corporation Income Taxes,null,54,54,90842,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,01
2018-02-01,Federal Unemployment Taxes,null,46,46,4081,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,01
2018-02-01,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,2,309,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,01
2018-02-01,Cash Federal Tax Deposits,Direct,44,44,9677,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,01
2018-02-01,Cash Federal Tax Deposits,Through Depositaries,19615,19615,985216,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,01
2018-02-01,Inter-agency Transfers,null,1265,1265,35123,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,01
2018-02-02,Withheld Income and Employment Taxes,null,11940,32456,886354,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,02
2018-02-02,Individual Income Taxes,null,161,397,30930,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,02
2018-02-02,Railroad Retirement Taxes,null,35,92,2042,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,02
2018-02-02,Excise Taxes,null,14,26,27608,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,02
2018-02-02,Corporation Income Taxes,null,49,103,90891,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,02
2018-02-02,Federal Unemployment Taxes,null,21,67,4102,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,02
2018-02-02,Estate and Gift Taxes & Misc IRS Rcpts.,null,22,24,332,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,02
2018-02-02,Cash Federal Tax Deposits,Direct,45,89,9722,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,02
2018-02-02,Cash Federal Tax Deposits,Through Depositaries,10505,30120,995721,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,02
2018-02-02,Inter-agency Transfers,null,1692,2957,36815,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,02
2018-02-05,Withheld Income and Employment Taxes,null,14625,47081,900979,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,05
2018-02-05,Individual Income Taxes,null,160,557,31090,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,05
2018-02-05,Railroad Retirement Taxes,null,42,134,2084,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,05
2018-02-05,Excise Taxes,null,16,42,27624,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,05
2018-02-05,Corporation Income Taxes,null,214,317,91105,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,05
2018-02-05,Federal Unemployment Taxes,null,16,82,4117,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,05
2018-02-05,Estate and Gift Taxes & Misc IRS Rcpts.,null,6,30,337,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,05
2018-02-05,Cash Federal Tax Deposits,Direct,72,160,9794,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,05
2018-02-05,Cash Federal Tax Deposits,Through Depositaries,14997,45117,1010718,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,05
2018-02-05,Inter-agency Transfers,null,9,2966,36824,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,05
2018-02-06,Withheld Income and Employment Taxes,null,2687,49768,903666,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,06
2018-02-06,Individual Income Taxes,null,121,678,31212,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,06
2018-02-06,Railroad Retirement Taxes,null,9,143,2093,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,06
2018-02-06,Excise Taxes,null,34,76,27658,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,06
2018-02-06,Corporation Income Taxes,null,42,360,91147,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,06
2018-02-06,Federal Unemployment Taxes,null,43,126,4161,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,06
2018-02-06,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,32,340,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,06
2018-02-06,Cash Federal Tax Deposits,Direct,306,467,10101,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,06
2018-02-06,Cash Federal Tax Deposits,Through Depositaries,2550,47668,1013269,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,06
2018-02-06,Inter-agency Transfers,null,82,3049,36907,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,06
2018-02-07,Withheld Income and Employment Taxes,null,10339,60107,914004,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,07
2018-02-07,Individual Income Taxes,null,191,870,31403,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,07
2018-02-07,Railroad Retirement Taxes,null,4,147,2097,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,07
2018-02-07,Excise Taxes,null,24,100,27682,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,07
2018-02-07,Corporation Income Taxes,null,18,377,91165,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,07
2018-02-07,Federal Unemployment Taxes,null,13,139,4174,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,07
2018-02-07,Estate and Gift Taxes & Misc IRS Rcpts.,null,0,32,340,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,07
2018-02-07,Cash Federal Tax Deposits,Direct,58,525,10159,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,07
2018-02-07,Cash Federal Tax Deposits,Through Depositaries,10521,58189,1023790,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,07
2018-02-07,Inter-agency Transfers,null,9,3058,36915,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,07
2018-02-08,Withheld Income and Employment Taxes,null,2650,62757,916655,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,08
2018-02-08,Individual Income Taxes,null,71,940,31474,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,08
2018-02-08,Railroad Retirement Taxes,null,2,149,2099,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,08
2018-02-08,Excise Taxes,null,27,127,27709,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,08
2018-02-08,Corporation Income Taxes,null,77,454,91241,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,08
2018-02-08,Federal Unemployment Taxes,null,9,148,4183,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,08
2018-02-08,Estate and Gift Taxes & Misc IRS Rcpts.,null,5,38,345,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,08
2018-02-08,Cash Federal Tax Deposits,Direct,43,568,10201,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,08
2018-02-08,Cash Federal Tax Deposits,Through Depositaries,2754,60943,1026544,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,08
2018-02-08,Inter-agency Transfers,null,45,3102,36960,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,08
2018-02-09,Withheld Income and Employment Taxes,null,7838,70595,924493,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,09
2018-02-09,Individual Income Taxes,null,95,1035,31569,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,09
2018-02-09,Railroad Retirement Taxes,null,61,210,2160,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,09
2018-02-09,Excise Taxes,null,192,319,27901,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,09
2018-02-09,Corporation Income Taxes,null,126,579,91367,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,09
2018-02-09,Federal Unemployment Taxes,null,7,154,4189,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,09
2018-02-09,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,39,346,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,09
2018-02-09,Cash Federal Tax Deposits,Direct,36,604,10237,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,09
2018-02-09,Cash Federal Tax Deposits,Through Depositaries,7473,68416,1034017,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,09
2018-02-09,Inter-agency Transfers,null,810,3913,37770,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,09
2018-02-12,Withheld Income and Employment Taxes,null,17687,88282,942180,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,12
2018-02-12,Individual Income Taxes,null,140,1176,31709,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,12
2018-02-12,Railroad Retirement Taxes,null,116,326,2276,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,12
2018-02-12,Excise Taxes,null,472,792,28373,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,12
2018-02-12,Corporation Income Taxes,null,51,630,91417,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,12
2018-02-12,Federal Unemployment Taxes,null,9,164,4199,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,12
2018-02-12,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,40,347,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,12
2018-02-12,Cash Federal Tax Deposits,Direct,59,663,10297,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,12
2018-02-12,Cash Federal Tax Deposits,Through Depositaries,17785,86201,1051802,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,12
2018-02-12,Inter-agency Transfers,null,633,4545,38403,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,12
2018-02-13,Withheld Income and Employment Taxes,null,2263,90545,944443,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,13
2018-02-13,Individual Income Taxes,null,127,1303,31836,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,13
2018-02-13,Railroad Retirement Taxes,null,34,360,2309,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,13
2018-02-13,Excise Taxes,null,537,1329,28911,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,13
2018-02-13,Corporation Income Taxes,null,165,794,91582,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,13
2018-02-13,Federal Unemployment Taxes,null,5,168,4203,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,13
2018-02-13,Estate and Gift Taxes & Misc IRS Rcpts.,null,217,257,565,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,13
2018-02-13,Cash Federal Tax Deposits,Direct,115,778,10412,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,13
2018-02-13,Cash Federal Tax Deposits,Through Depositaries,2923,89123,1054724,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,13
2018-02-13,Inter-agency Transfers,null,310,4855,38713,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,13
2018-02-14,Withheld Income and Employment Taxes,null,8050,98595,952493,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,14
2018-02-14,Individual Income Taxes,null,83,1386,31919,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,14
2018-02-14,Railroad Retirement Taxes,null,8,367,2317,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,14
2018-02-14,Excise Taxes,null,2057,3386,30968,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,14
2018-02-14,Corporation Income Taxes,null,246,1041,91828,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,14
2018-02-14,Federal Unemployment Taxes,null,9,177,4212,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,14
2018-02-14,Estate and Gift Taxes & Misc IRS Rcpts.,null,56,313,621,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,14
2018-02-14,Cash Federal Tax Deposits,Direct,748,1526,11160,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,14
2018-02-14,Cash Federal Tax Deposits,Through Depositaries,9750,98874,1064475,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,14
2018-02-14,Inter-agency Transfers,null,11,4866,38724,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,14
2018-02-15,Withheld Income and Employment Taxes,null,5960,104555,958453,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,15
2018-02-15,Individual Income Taxes,null,208,1594,32127,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,15
2018-02-15,Railroad Retirement Taxes,null,4,371,2321,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,15
2018-02-15,Excise Taxes,null,35,3421,31003,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,15
2018-02-15,Corporation Income Taxes,null,1430,2471,93259,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,15
2018-02-15,Federal Unemployment Taxes,null,6,183,4218,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,15
2018-02-15,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,314,622,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,15
2018-02-15,Cash Federal Tax Deposits,Direct,30,1556,11190,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,15
2018-02-15,Cash Federal Tax Deposits,Through Depositaries,7388,106262,1071863,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,15
2018-02-15,Inter-agency Transfers,null,226,5092,38950,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,15
2018-02-16,Federal Unemployment Taxes,null,4,187,4222,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,16
2018-02-16,Withheld Income and Employment Taxes,null,18511,123066,976963,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,16
2018-02-16,Individual Income Taxes,null,117,1711,32244,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,16
2018-02-16,Railroad Retirement Taxes,null,77,448,2398,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,16
2018-02-16,Excise Taxes,null,11,3431,31013,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,16
2018-02-16,Corporation Income Taxes,null,92,2563,93351,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,16
2018-02-16,Estate and Gift Taxes & Misc IRS Rcpts.,null,2,317,624,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,16
2018-02-16,Cash Federal Tax Deposits,Direct,30,1586,11220,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,16
2018-02-16,Cash Federal Tax Deposits,Through Depositaries,18767,125029,1090630,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,16
2018-02-16,Inter-agency Transfers,null,15,5108,38965,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,16
2018-02-20,Withheld Income and Employment Taxes,null,18652,141718,995616,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,20
2018-02-20,Individual Income Taxes,null,231,1941,32475,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,20
2018-02-20,Railroad Retirement Taxes,null,26,474,2424,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,20
2018-02-20,Excise Taxes,null,25,3456,31038,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,20
2018-02-20,Corporation Income Taxes,null,42,2605,93392,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,20
2018-02-20,Federal Unemployment Taxes,null,5,193,4228,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,20
2018-02-20,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,318,625,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,20
2018-02-20,Cash Federal Tax Deposits,Direct,21,1607,11241,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,20
2018-02-20,Cash Federal Tax Deposits,Through Depositaries,18357,143386,1108987,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,20
2018-02-20,Inter-agency Transfers,null,605,5713,39570,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,20
2018-02-21,Withheld Income and Employment Taxes,null,5543,147261,1001158,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,21
2018-02-21,Individual Income Taxes,null,211,2153,32686,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,21
2018-02-21,Railroad Retirement Taxes,null,10,484,2434,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,21
2018-02-21,Excise Taxes,null,35,3491,31073,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,21
2018-02-21,Corporation Income Taxes,null,28,2633,93420,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,21
2018-02-21,Federal Unemployment Taxes,null,5,197,4232,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,21
2018-02-21,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,319,626,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,21
2018-02-21,Cash Federal Tax Deposits,Direct,35,1642,11276,IV,Federal Tax Deposits,Classification,9,2018,2,2018,1,02,21
2018-02-21,Cash Federal Tax Deposits,Through Depositaries,5769,149155,1114756,IV,Federal Tax Deposits,Classification,10,2018,2,2018,1,02,21
2018-02-21,Inter-agency Transfers,null,28,5740,39598,IV,Federal Tax Deposits,Classification,12,2018,2,2018,1,02,21
2018-02-22,Withheld Income and Employment Taxes,null,9472,156733,1010631,IV,Federal Tax Deposits,Classification,1,2018,2,2018,1,02,22
2018-02-22,Individual Income Taxes,null,103,2256,32789,IV,Federal Tax Deposits,Classification,2,2018,2,2018,1,02,22
2018-02-22,Railroad Retirement Taxes,null,18,503,2452,IV,Federal Tax Deposits,Classification,3,2018,2,2018,1,02,22
2018-02-22,Excise Taxes,null,41,3532,31114,IV,Federal Tax Deposits,Classification,4,2018,2,2018,1,02,22
2018-02-22,Corporation Income Taxes,null,22,2655,93443,IV,Federal Tax Deposits,Classification,5,2018,2,2018,1,02,22
2018-02-22,Federal Unemployment Taxes,null,4,201,4236,IV,Federal Tax Deposits,Classification,6,2018,2,2018,1,02,22
2018-02-22,Estate and Gift Taxes & Misc IRS Rcpts.,null,1,320,628,IV,Federal Tax Deposits,Classification,7,2018,2,2018,1,02,22
