record_date,tax_refund_type,tax_refund_type_desc,tax_refund_today_amt,tax_refund_mtd_amt,tax_refund_fytd_amt,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2020-05-06,IRS Tax Refunds Business,Checks,0,376,26325,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,06
2020-05-06,IRS Tax Refunds Business,EFT,0,170,12863,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,06
2020-05-06,IRS Tax Refunds Individual,Checks,73,14375,67156,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,06
2020-05-06,IRS Tax Refunds Individual,EFT,9767,13299,411778,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,06
2020-05-07,IRS Tax Refunds Business,Checks,4,381,26329,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,07
2020-05-07,IRS Tax Refunds Business,EFT,0,170,12863,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,07
2020-05-07,IRS Tax Refunds Individual,Checks,79,14454,67235,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,07
2020-05-07,IRS Tax Refunds Individual,EFT,252,13551,412030,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,07
2020-05-08,IRS Tax Refunds Business,Checks,9,390,26339,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,08
2020-05-08,IRS Tax Refunds Business,EFT,0,170,12863,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,08
2020-05-08,IRS Tax Refunds Individual,Checks,6440,20893,73674,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,08
2020-05-08,IRS Tax Refunds Individual,EFT,200,13751,412229,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,08
2020-05-11,IRS Tax Refunds Business,Checks,2,392,26341,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,11
2020-05-11,IRS Tax Refunds Business,EFT,0,170,12863,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,11
2020-05-11,IRS Tax Refunds Individual,Checks,67,20960,73741,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,11
2020-05-11,IRS Tax Refunds Individual,EFT,371,14121,412600,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,11
2020-05-12,IRS Tax Refunds Business,Checks,602,994,26943,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,12
2020-05-12,IRS Tax Refunds Business,EFT,4,173,12867,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,12
2020-05-12,IRS Tax Refunds Individual,Checks,69,21029,73810,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,12
2020-05-12,IRS Tax Refunds Individual,EFT,263,14384,412863,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,12
2020-05-13,IRS Tax Refunds Business,Checks,57,1052,27000,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,13
2020-05-13,IRS Tax Refunds Business,EFT,0,173,12867,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,13
2020-05-13,IRS Tax Refunds Individual,Checks,61,21090,73872,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,13
2020-05-13,IRS Tax Refunds Individual,EFT,9669,24053,422532,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,13
2020-05-14,IRS Tax Refunds Business,Checks,33,1084,27033,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,14
2020-05-14,IRS Tax Refunds Business,EFT,1,175,12868,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,14
2020-05-14,IRS Tax Refunds Individual,Checks,100,21190,73971,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,14
2020-05-14,IRS Tax Refunds Individual,EFT,183,24236,422715,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,14
2020-05-15,IRS Tax Refunds Business,Checks,12,1096,27045,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,15
2020-05-15,IRS Tax Refunds Business,EFT,34,208,12902,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,15
2020-05-15,IRS Tax Refunds Individual,Checks,11940,33130,85912,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,15
2020-05-15,IRS Tax Refunds Individual,EFT,6684,30920,429399,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,15
2020-05-18,IRS Tax Refunds Business,Checks,112,1208,27157,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,18
2020-05-18,IRS Tax Refunds Business,EFT,15,223,12916,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,18
2020-05-18,IRS Tax Refunds Individual,Checks,65,33196,85977,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,18
2020-05-18,IRS Tax Refunds Individual,EFT,328,31249,429727,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,18
2020-05-19,IRS Tax Refunds Business,Checks,342,1550,27499,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,19
2020-05-19,IRS Tax Refunds Business,EFT,73,296,12990,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,19
2020-05-19,IRS Tax Refunds Individual,Checks,52,33248,86029,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,19
2020-05-19,IRS Tax Refunds Individual,EFT,217,31465,429944,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,19
2020-05-20,IRS Tax Refunds Business,Checks,12,1562,27511,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,20
2020-05-20,IRS Tax Refunds Business,EFT,33,329,13023,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,20
2020-05-20,IRS Tax Refunds Individual,Checks,75,33323,86104,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,20
2020-05-20,IRS Tax Refunds Individual,EFT,2877,34342,432821,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,20
2020-05-21,IRS Tax Refunds Business,Checks,2,1564,27513,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,21
2020-05-21,IRS Tax Refunds Business,EFT,174,503,13197,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,21
2020-05-21,IRS Tax Refunds Individual,Checks,81,33404,86185,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,21
2020-05-21,IRS Tax Refunds Individual,EFT,396,34739,433217,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,21
2020-05-22,IRS Tax Refunds Business,Checks,18,1582,27531,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,22
2020-05-22,IRS Tax Refunds Business,EFT,88,591,13284,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,22
2020-05-22,IRS Tax Refunds Individual,Checks,11515,44919,97700,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,22
2020-05-22,IRS Tax Refunds Individual,EFT,173,34912,433390,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,22
2020-05-26,IRS Tax Refunds Business,Checks,359,1942,27890,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,26
2020-05-26,IRS Tax Refunds Business,EFT,647,1238,13931,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,26
2020-05-26,IRS Tax Refunds Individual,Checks,93,45011,97792,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,26
2020-05-26,IRS Tax Refunds Individual,EFT,304,35215,433694,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,26
2020-05-27,IRS Tax Refunds Business,Checks,6,1948,27897,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,27
2020-05-27,IRS Tax Refunds Business,EFT,13,1251,13945,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,27
2020-05-27,IRS Tax Refunds Individual,Checks,41,45052,97833,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,27
2020-05-27,IRS Tax Refunds Individual,EFT,185,35400,433879,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,27
2020-05-28,IRS Tax Refunds Individual,Checks,64,45116,97897,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,28
2020-05-28,IRS Tax Refunds Business,Checks,25,1972,27921,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,28
2020-05-28,IRS Tax Refunds Business,EFT,1650,2901,15595,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,28
2020-05-28,IRS Tax Refunds Individual,EFT,7479,42879,441358,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,28
2020-05-29,IRS Tax Refunds Business,Checks,257,2229,28178,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,05,29
2020-05-29,IRS Tax Refunds Business,EFT,104,3005,15699,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,05,29
2020-05-29,IRS Tax Refunds Individual,Checks,86,45202,97984,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,05,29
2020-05-29,IRS Tax Refunds Individual,EFT,143,43022,441501,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,05,29
2020-06-01,IRS Tax Refunds Business,Checks,43,43,28221,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,01
2020-06-01,IRS Tax Refunds Business,EFT,2,2,15700,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,01
2020-06-01,IRS Tax Refunds Individual,Checks,1711,1711,99695,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,01
2020-06-01,IRS Tax Refunds Individual,EFT,171,171,441672,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,01
2020-06-02,IRS Tax Refunds Business,Checks,314,356,28535,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,02
2020-06-02,IRS Tax Refunds Business,EFT,67,69,15768,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,02
2020-06-02,IRS Tax Refunds Individual,Checks,95,1806,99790,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,02
2020-06-02,IRS Tax Refunds Individual,EFT,2139,2310,443811,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,02
2020-06-03,IRS Tax Refunds Business,Checks,1,357,28535,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,03
2020-06-03,IRS Tax Refunds Business,EFT,28,97,15796,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,03
2020-06-03,IRS Tax Refunds Individual,Checks,43,1850,99833,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,03
2020-06-03,IRS Tax Refunds Individual,EFT,1315,3625,445126,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,03
2020-06-04,IRS Tax Refunds Business,Checks,13,371,28549,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,04
2020-06-04,IRS Tax Refunds Business,EFT,59,156,15855,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,04
2020-06-04,IRS Tax Refunds Individual,Checks,72,1922,99906,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,04
2020-06-04,IRS Tax Refunds Individual,EFT,155,3780,445281,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,04
2020-06-05,IRS Tax Refunds Business,Checks,4,375,28553,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,05
2020-06-05,IRS Tax Refunds Business,EFT,8,164,15863,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,05
2020-06-05,IRS Tax Refunds Individual,Checks,625,2547,100531,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,05
2020-06-05,IRS Tax Refunds Individual,EFT,130,3910,445411,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,05
2020-06-08,IRS Tax Refunds Business,Checks,104,478,28656,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,08
2020-06-08,IRS Tax Refunds Business,EFT,9,173,15871,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,08
2020-06-08,IRS Tax Refunds Individual,Checks,38,2585,100569,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,08
2020-06-08,IRS Tax Refunds Individual,EFT,250,4160,445661,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,08
2020-06-09,IRS Tax Refunds Business,Checks,560,1039,29217,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,09
2020-06-09,IRS Tax Refunds Business,EFT,52,225,15923,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,09
2020-06-09,IRS Tax Refunds Individual,Checks,33,2618,100602,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,09
2020-06-09,IRS Tax Refunds Individual,EFT,194,4354,445855,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,09
2020-06-10,IRS Tax Refunds Business,Checks,6,1045,29223,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,10
2020-06-10,IRS Tax Refunds Business,EFT,3,228,15926,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,10
2020-06-10,IRS Tax Refunds Individual,Checks,77,2696,100679,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,10
2020-06-10,IRS Tax Refunds Individual,EFT,1277,5631,447132,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,10
2020-06-11,IRS Tax Refunds Business,Checks,109,1153,29332,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,11
2020-06-11,IRS Tax Refunds Business,EFT,65,292,15991,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,11
2020-06-11,IRS Tax Refunds Individual,Checks,50,2746,100730,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,11
2020-06-11,IRS Tax Refunds Individual,EFT,159,5790,447291,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,11
2020-06-12,IRS Tax Refunds Business,Checks,124,1277,29455,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,12
2020-06-12,IRS Tax Refunds Business,EFT,144,437,16135,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,12
2020-06-12,IRS Tax Refunds Individual,Checks,624,3369,101353,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,12
2020-06-12,IRS Tax Refunds Individual,EFT,172,5962,447463,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,12
2020-06-15,IRS Tax Refunds Business,EFT,219,656,16354,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,15
2020-06-15,IRS Tax Refunds Business,Checks,34,1312,29490,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,15
2020-06-15,IRS Tax Refunds Individual,Checks,55,3424,101408,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,15
2020-06-15,IRS Tax Refunds Individual,EFT,263,6225,447726,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,15
2020-06-16,IRS Tax Refunds Business,Checks,321,1633,29811,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,16
2020-06-16,IRS Tax Refunds Business,EFT,141,797,16496,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,16
2020-06-16,IRS Tax Refunds Individual,Checks,47,3472,101455,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,16
2020-06-16,IRS Tax Refunds Individual,EFT,178,6403,447904,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,16
2020-06-17,IRS Tax Refunds Business,Checks,22,1655,29833,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,17
2020-06-17,IRS Tax Refunds Business,EFT,200,997,16695,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,17
2020-06-17,IRS Tax Refunds Individual,Checks,49,3521,101505,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,17
2020-06-17,IRS Tax Refunds Individual,EFT,1224,7627,449129,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,17
2020-06-18,IRS Tax Refunds Business,Checks,18,1673,29851,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,18
2020-06-18,IRS Tax Refunds Business,EFT,124,1121,16820,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,18
2020-06-18,IRS Tax Refunds Individual,Checks,80,3601,101584,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,18
2020-06-18,IRS Tax Refunds Individual,EFT,-8,7619,449120,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,18
2020-06-19,IRS Tax Refunds Business,Checks,98,1771,29949,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,19
2020-06-19,IRS Tax Refunds Business,EFT,139,1260,16958,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,19
2020-06-19,IRS Tax Refunds Individual,Checks,545,4146,102129,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,19
2020-06-19,IRS Tax Refunds Individual,EFT,376,7995,449496,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,19
2020-06-22,IRS Tax Refunds Business,Checks,54,1825,30003,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,22
2020-06-22,IRS Tax Refunds Business,EFT,163,1422,17121,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,22
2020-06-22,IRS Tax Refunds Individual,Checks,9,4155,102138,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,22
2020-06-22,IRS Tax Refunds Individual,EFT,286,8281,449782,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,22
2020-06-23,IRS Tax Refunds Business,Checks,388,2213,30391,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,23
2020-06-23,IRS Tax Refunds Business,EFT,210,1632,17331,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,23
2020-06-23,IRS Tax Refunds Individual,Checks,97,4252,102235,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,23
2020-06-23,IRS Tax Refunds Individual,EFT,205,8486,449987,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,23
2020-06-24,IRS Tax Refunds Business,Checks,27,2240,30418,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,24
2020-06-24,IRS Tax Refunds Business,EFT,534,2167,17865,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,24
2020-06-24,IRS Tax Refunds Individual,Checks,56,4308,102292,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,24
2020-06-24,IRS Tax Refunds Individual,EFT,1262,9748,451249,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,24
2020-06-25,IRS Tax Refunds Business,Checks,18,2258,30436,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,25
2020-06-25,IRS Tax Refunds Business,EFT,819,2985,18684,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,25
2020-06-25,IRS Tax Refunds Individual,Checks,55,4363,102347,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,25
2020-06-25,IRS Tax Refunds Individual,EFT,148,9896,451397,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,25
2020-06-26,IRS Tax Refunds Business,Checks,34,2292,30470,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,26
2020-06-26,IRS Tax Refunds Business,EFT,314,3299,18998,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,26
2020-06-26,IRS Tax Refunds Individual,Checks,487,4850,102834,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,26
2020-06-26,IRS Tax Refunds Individual,EFT,177,10073,451574,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,26
2020-06-29,IRS Tax Refunds Business,Checks,25,2316,30494,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,29
2020-06-29,IRS Tax Refunds Business,EFT,330,3629,19328,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,29
2020-06-29,IRS Tax Refunds Individual,Checks,50,4900,102884,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,29
2020-06-29,IRS Tax Refunds Individual,EFT,265,10338,451839,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,29
2020-06-30,IRS Tax Refunds Business,Checks,339,2656,30834,VI,Income Tax Refunds Issued,Classification,1,2020,3,2020,2,06,30
2020-06-30,IRS Tax Refunds Business,EFT,103,3732,19431,VI,Income Tax Refunds Issued,Classification,2,2020,3,2020,2,06,30
2020-06-30,IRS Tax Refunds Individual,Checks,93,4993,102977,VI,Income Tax Refunds Issued,Classification,3,2020,3,2020,2,06,30
2020-06-30,IRS Tax Refunds Individual,EFT,176,10514,452015,VI,Income Tax Refunds Issued,Classification,4,2020,3,2020,2,06,30
2020-07-01,IRS Tax Refunds Business,Checks,138,138,30972,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,01
2020-07-01,IRS Tax Refunds Business,EFT,-42,-42,19388,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,01
2020-07-01,IRS Tax Refunds Individual,Checks,59,59,103036,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,01
2020-07-01,IRS Tax Refunds Individual,EFT,1156,1156,453171,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,01
2020-07-02,IRS Tax Refunds Business,Checks,117,254,31088,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,02
2020-07-02,IRS Tax Refunds Business,EFT,663,621,20051,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,02
2020-07-02,IRS Tax Refunds Individual,Checks,60,119,103096,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,02
2020-07-02,IRS Tax Refunds Individual,EFT,159,1315,453330,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,02
2020-07-03,IRS Tax Refunds Business,Checks,140,395,31228,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,03
2020-07-03,IRS Tax Refunds Business,EFT,339,959,20390,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,03
2020-07-03,IRS Tax Refunds Individual,Checks,1,120,103097,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,03
2020-07-03,IRS Tax Refunds Individual,EFT,7,1322,453336,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,03
2020-07-06,IRS Tax Refunds Business,Checks,2,396,31230,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,06
2020-07-06,IRS Tax Refunds Business,EFT,-2,958,20388,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,06
2020-07-06,IRS Tax Refunds Individual,Checks,526,646,103623,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,06
2020-07-06,IRS Tax Refunds Individual,EFT,213,1534,453549,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,06
2020-07-07,IRS Tax Refunds Business,Checks,733,1130,31963,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,07
2020-07-07,IRS Tax Refunds Business,EFT,0,958,20388,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,07
2020-07-07,IRS Tax Refunds Individual,Checks,49,695,103672,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,07
2020-07-07,IRS Tax Refunds Individual,EFT,336,1870,453885,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,07
2020-07-08,IRS Tax Refunds Business,Checks,2,1132,31965,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,08
2020-07-08,IRS Tax Refunds Business,EFT,257,1215,20646,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,08
2020-07-08,IRS Tax Refunds Individual,Checks,50,745,103722,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,08
2020-07-08,IRS Tax Refunds Individual,EFT,318,2188,454203,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,08
2020-07-09,IRS Tax Refunds Business,Checks,25,1156,31990,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,09
2020-07-09,IRS Tax Refunds Business,EFT,433,1647,21078,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,09
2020-07-09,IRS Tax Refunds Individual,Checks,76,821,103797,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,09
2020-07-09,IRS Tax Refunds Individual,EFT,1857,4045,456060,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,09
2020-07-10,IRS Tax Refunds Business,Checks,171,1328,32161,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,10
2020-07-10,IRS Tax Refunds Business,EFT,1866,3514,22945,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,10
2020-07-10,IRS Tax Refunds Individual,Checks,74,895,103872,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,10
2020-07-10,IRS Tax Refunds Individual,EFT,333,4378,456393,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,10
2020-07-13,IRS Tax Refunds Business,Checks,16,1344,32177,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,13
2020-07-13,IRS Tax Refunds Business,EFT,426,3940,23371,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,13
2020-07-13,IRS Tax Refunds Individual,Checks,712,1607,104584,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,13
2020-07-13,IRS Tax Refunds Individual,EFT,578,4956,456971,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,13
2020-07-14,IRS Tax Refunds Business,Checks,712,2056,32890,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,14
2020-07-14,IRS Tax Refunds Business,EFT,284,4224,23655,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,14
2020-07-14,IRS Tax Refunds Individual,Checks,82,1689,104666,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,14
2020-07-14,IRS Tax Refunds Individual,EFT,287,5243,457258,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,14
2020-07-15,IRS Tax Refunds Business,Checks,35,2091,32925,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,15
2020-07-15,IRS Tax Refunds Business,EFT,271,4495,23926,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,15
2020-07-15,IRS Tax Refunds Individual,Checks,133,1822,104799,VI,Income Tax Refunds Issued,Classification,3,2020,4,2020,3,07,15
2020-07-15,IRS Tax Refunds Individual,EFT,2160,7403,459418,VI,Income Tax Refunds Issued,Classification,4,2020,4,2020,3,07,15
2020-07-16,IRS Tax Refunds Business,Checks,63,2154,32988,VI,Income Tax Refunds Issued,Classification,1,2020,4,2020,3,07,16
2020-07-16,IRS Tax Refunds Business,EFT,114,4610,24041,VI,Income Tax Refunds Issued,Classification,2,2020,4,2020,3,07,16
